semantic_object,object_vlm_type,material_id,canonical_name,candidate_vlm_type_norm,material_type_norm,absorption_level,alpha_mid,alpha_high,source_group,source_material_name,a125,a250,a500,a1000,a2000,a4000,a8000,sampling_policy
floor,floor,floor_stage_floor,"wood, stage floor, 2 layers, 27 mm over airspace",floor,wood_panel,reflective,0.06,0.06,pyroom,stage_floor,0.1,0.07,0.06,0.06,0.06,0.06,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,seating_benches_wooden_empty,"Benches, wooden, empty",floor,carpet_floor_absorber,reflective,0.08,0.08,acoustic_supplies,"Benches (wooden, empty)",0.1,0.09,0.08,0.08,0.08,0.08,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,wall_brick_natural,"Brick, natural",floor,carpet_floor_absorber,reflective,0.04,0.06,acoustic_supplies,Brick (natural),0.03,0.03,0.03,0.04,0.05,0.07,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,wall_brick_painted,"Brick, painted",floor,carpet_floor_absorber,reflective,0.02,0.025,acoustic_supplies,Brick (painted),0.01,0.01,0.02,0.02,0.02,0.03,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,wall_concrete_block_painted,"Concrete block, painted",floor,carpet_floor_absorber,reflective,0.0733,0.085,acoustic_supplies,Concrete block (painted),0.1,0.05,0.06,0.07,0.09,0.08,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,wall_concrete_poured_rough_unpainted,"Concrete, poured rough unpainted",floor,carpet_floor_absorber,reflective,0.06,0.09,acoustic_supplies,"Concrete (poured, rough, unpainted)",0.01,0.02,0.04,0.06,0.08,0.1,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,floor_concrete_sealed_or_painted,"Concrete, sealed or painted",floor,carpet_floor_absorber,reflective,0.02,0.02,acoustic_supplies,Concrete (sealed or painted),0.01,0.01,0.02,0.02,0.02,0.02,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,floor_concrete_unpainted_rough_finish,"Concrete, unpainted rough finish",floor,carpet_floor_absorber,reflective,0.06,0.09,acoustic_supplies,"Concrete (unpainted, rough finish)",0.01,0.02,0.04,0.06,0.08,0.1,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,floor_marble_or_glazed_tile,Marble or glazed tile,floor,carpet_floor_absorber,reflective,0.0133,0.02,acoustic_supplies,Marble or glazed tile,0.01,0.01,0.01,0.01,0.02,0.02,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,wall_plaster_gypsum_or_lime_on_masonry,"Plaster, gypsum or lime on masonry",floor,carpet_floor_absorber,reflective,0.03,0.045,acoustic_supplies,"Plaster (gypsum or lime, on masonry)",0.01,0.02,0.02,0.03,0.04,0.05,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,wall_plaster_gypsum_or_lime_on_wood_lath,"Plaster, gypsum or lime on wood lath",floor,carpet_floor_absorber,reflective,0.05,0.04,acoustic_supplies,"Plaster (gypsum or lime, on wood lath)",0.14,0.1,0.06,0.05,0.04,0.04,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,carpet_soft_10mm,10 mm soft carpet on concrete,floor,carpet_floor_absorber,semi_reflective,0.2467,0.32,pyroom,carpet_soft_10mm,0.09,0.08,0.21,0.26,0.27,0.37,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,carpet_rubber_5mm,5 mm rubber carpet on concrete,floor,carpet_floor_absorber,semi_reflective,0.1,0.1,pyroom,carpet_rubber_5mm,0.04,0.04,0.08,0.12,0.1,0.1,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,carpet_6mm_closed_cell_foam,6 mm pile carpet bonded to closed-cell foam underlay,floor,carpet_floor_absorber,semi_reflective,0.2967,0.4033,pyroom,carpet_6mm_closed_cell_foam,0.03,0.09,0.25,0.31,0.33,0.44,0.44,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,floor_felt_5mm,needle felt 5 mm stuck to concrete,floor,carpet_floor_absorber,semi_reflective,0.1667,0.3667,pyroom,felt_5mm,0.02,0.02,0.05,0.15,0.3,0.4,0.4,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,carpet_thin,"thin carpet, cemented to concrete",floor,carpet_floor_absorber,semi_reflective,0.21,0.375,pyroom,carpet_thin,0.02,0.04,0.08,0.2,0.35,0.4,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,floor_carpet,Carpet,floor,carpet_floor_absorber,semi_reflective,0.1533,0.35,acoustic_supplies,Carpet,0.01,0.02,0.06,0.15,0.25,0.45,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,wall_plywood_10_mm_airspace_light_bracing,"Plywood, 10 mm airspace light bracing",floor,carpet_floor_absorber,semi_reflective,0.12,0.105,acoustic_supplies,"Plywood (10 mm, airspace, light bracing)",0.28,0.22,0.17,0.09,0.1,0.11,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,wall_plywood_19_mm_airspace_light_bracing,"Plywood, 19 mm airspace light bracing",floor,carpet_floor_absorber,semi_reflective,0.1233,0.1,acoustic_supplies,"Plywood (19 mm, airspace, light bracing)",0.2,0.18,0.15,0.12,0.1,0.1,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,wall_plywood_5_mm_over_50_mm_airspace,"Plywood, 5 mm over 50 mm airspace",floor,carpet_floor_absorber,semi_reflective,0.1167,0.065,acoustic_supplies,Plywood (5 mm over 50 mm airspace),0.38,0.24,0.17,0.1,0.08,0.05,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,wall_plywood_5_mm_plus_25_mm_fiberglass_in_50_mm_airspace,"Plywood, 5 mm plus 25 mm fiberglass in 50 mm airspace",floor,carpet_floor_absorber,semi_reflective,0.1233,0.065,acoustic_supplies,Plywood (5 mm + 25 mm fiberglass in 50 mm airspace),0.42,0.36,0.19,0.1,0.08,0.05,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,wall_plywood_6_mm_airspace_light_bracing,"Plywood, 6 mm airspace light bracing",floor,carpet_floor_absorber,semi_reflective,0.1167,0.1,acoustic_supplies,"Plywood (6 mm, airspace, light bracing)",0.3,0.25,0.15,0.1,0.1,0.1,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,ss_carpet,carpet,floor,carpet_floor_absorber,semi_reflective,0.25,0.55,soundspaces,carpet,0.01,0.05,0.1,0.2,0.45,0.65,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,ss_default,default unknown material,floor,carpet_floor_absorber,semi_reflective,0.1,0.1,soundspaces,default,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,ss_foliage,foliage,floor,carpet_floor_absorber,semi_reflective,0.1833,0.29,soundspaces,foliage,0.03,0.06,0.11,0.17,0.27,0.31,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,ss_glass,glass,floor,carpet_floor_absorber,semi_reflective,0.1233,0.06,soundspaces,glass,0.35,0.25,0.18,0.12,0.07,0.05,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,carpet_6mm_open_cell_foam,6 mm pile carpet bonded to open-cell foam underlay,floor,carpet_floor_absorber,absorptive,0.48,0.7133,pyroom,carpet_6mm_open_cell_foam,0.03,0.09,0.2,0.54,0.7,0.72,0.72,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,carpet_tufted_9m,9 mm tufted pile carpet on felt underlay,floor,carpet_floor_absorber,absorptive,0.55,0.7833,pyroom,carpet_tufted_9m,0.08,0.08,0.3,0.6,0.75,0.8,0.8,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,floor_cocos_fibre_roll_29mm,"cocos fibre roll felt, 29 mm thick (unstressed), reverse side clad with paper, 2.2 kg/m2, 2 Rayl",floor,carpet_floor_absorber,absorptive,0.3467,0.52,pyroom,cocos_fibre_roll_29mm,0.1,0.13,0.22,0.35,0.47,0.57,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,fibre_absorber_2,"fibre absorber, mats of porous flexible fibrous web fabric, self-extinguishing",floor,carpet_floor_absorber,absorptive,0.4533,0.86,pyroom,fibre_absorber_2,0.07,0.07,0.2,0.41,0.75,0.97,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,carpet_hairy,hairy carpet on 3 mm felt,floor,carpet_floor_absorber,absorptive,0.3567,0.2567,pyroom,carpet_hairy,0.11,0.14,0.37,0.43,0.27,0.25,0.25,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,seating_benches_cushioned_seats_and_backs_empty,"Benches, cushioned seats and backs, empty",floor,carpet_floor_absorber,absorptive,0.43,0.455,acoustic_supplies,"Benches (cushioned seats & backs, empty)",0.32,0.4,0.42,0.44,0.43,0.48,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,wall_concrete_block_coarse,"Concrete block, coarse",floor,carpet_floor_absorber,absorptive,0.33,0.32,acoustic_supplies,Concrete block (coarse),0.36,0.44,0.31,0.29,0.39,0.25,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,ss_concrete_block,concrete block,floor,carpet_floor_absorber,absorptive,0.33,0.3,soundspaces,concreteBlock,0.36,0.44,0.31,0.29,0.39,0.21,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,ss_carpet_heavy,heavy carpet,floor,carpet_floor_absorber,absorptive,0.33,0.555,soundspaces,carpetHeavy,0.02,0.06,0.14,0.37,0.48,0.63,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,ss_soil,soil,floor,carpet_floor_absorber,absorptive,0.5167,0.6,soundspaces,soil,0.15,0.25,0.4,0.55,0.6,0.6,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,ptb_0157_6mm_pile_carpet_bonded_to_open_cell_foam_unde,6mm pile carpet bonded to open-cell foam underlay,floor,carpet_floor_absorber,absorptive,0.48,0.7133,ptb,PTB No. 157: 6mm pile carpet bonded to open-cell foam underlay,0.03,0.09,0.2,0.54,0.7,0.72,0.72,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,ptb_0158_9mm_tufted_pile_carpet_on_felt_underlay,9mm tufted pile carpet on felt underlay,floor,carpet_floor_absorber,absorptive,0.55,0.7833,ptb,PTB No. 158: 9mm tufted pile carpet on felt underlay,0.08,0.08,0.3,0.6,0.75,0.8,0.8,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,ptb_1042_vorhangstoff,ARREZZO 99 — Vorhangstoff,floor,carpet_floor_absorber,absorptive,0.46,0.565,ptb,PTB No. 1042: Vorhangstoff,0.16,0.3,0.47,0.4,0.51,0.62,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,ptb_1043_vorhangstoff,ARREZZO 99 — Vorhangstoff,floor,carpet_floor_absorber,absorptive,0.3333,0.385,ptb,PTB No. 1043: Vorhangstoff,0.07,0.18,0.37,0.28,0.35,0.42,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,ptb_0991_vorhangstoff,AVANTI UN — Vorhangstoff,floor,carpet_floor_absorber,absorptive,0.5467,0.61,ptb,PTB No. 991: Vorhangstoff,0.06,0.31,0.48,0.56,0.6,0.62,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,carpet_1.35_kg_m2,"carpet 1.35 kg/m2, on hair felt or foam rubber",floor,carpet_floor_absorber,highly_absorptive,0.6567,0.72,pyroom,carpet_1.35_kg_m2,0.08,0.24,0.57,0.69,0.71,0.73,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,carpet_cotton,cotton carpet,floor,carpet_floor_absorber,highly_absorptive,0.6533,0.56,pyroom,carpet_cotton,0.07,0.31,0.49,0.81,0.66,0.54,0.48,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,acoustic_treatment_gypsum_board,"gypsum board, perforation 19.6%, hole diameter 15 mm, backed by fibrous web 12 Rayl, 100 mm cavity filled with mineral fibre mat 1,05 kg/m2, 7,5 Rayl",floor,carpet_floor_absorber,highly_absorptive,0.8233,0.64,pyroom,gypsum_board,0.3,0.69,1.0,0.81,0.66,0.62,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,carpet_tufted_9.5mm,"loop pile tufted carpet, 1.4 kg/m2, 9.5 mm pile height: On hair pad, 3.0 kg/m2",floor,carpet_floor_absorber,highly_absorptive,0.65,0.755,pyroom,carpet_tufted_9.5mm,0.1,0.4,0.62,0.7,0.63,0.88,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,panel_fiberglass_board_100_mm,"Fiberglass board, 100 mm",floor,carpet_floor_absorber,highly_absorptive,0.99,0.98,acoustic_supplies,Fiberglass board (100 mm),0.99,0.99,0.99,0.99,0.99,0.97,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,panel_fiberglass_board_25_mm,"Fiberglass board, 25 mm",floor,carpet_floor_absorber,highly_absorptive,0.8333,0.965,acoustic_supplies,Fiberglass board (25 mm),0.06,0.2,0.65,0.9,0.95,0.98,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,panel_fiberglass_board_50_mm,"Fiberglass board, 50 mm",floor,carpet_floor_absorber,highly_absorptive,0.99,0.99,acoustic_supplies,Fiberglass board (50 mm),0.18,0.76,0.99,0.99,0.99,0.99,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,panel_fiberglass_board_75_mm,"Fiberglass board, 75 mm",floor,carpet_floor_absorber,highly_absorptive,0.99,0.99,acoustic_supplies,Fiberglass board (75 mm),0.53,0.99,0.99,0.99,0.99,0.99,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,wall_open_brick_pattern_over_75_mm_fiberglass,Open brick pattern over 75 mm fiberglass,floor,carpet_floor_absorber,highly_absorptive,0.75,0.625,acoustic_supplies,Open brick pattern over 75 mm fiberglass,0.4,0.65,0.85,0.75,0.65,0.6,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,panel_pegboard_over_25_mm_fiberglass,Pegboard over 25 mm fiberglass,floor,carpet_floor_absorber,highly_absorptive,0.6967,0.23,acoustic_supplies,Pegboard over 25 mm fiberglass,0.08,0.32,0.99,0.76,0.34,0.12,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,panel_pegboard_over_50_mm_fiberglass,Pegboard over 50 mm fiberglass,floor,carpet_floor_absorber,highly_absorptive,0.6633,0.24,acoustic_supplies,Pegboard over 50 mm fiberglass,0.26,0.97,0.99,0.66,0.34,0.14,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,panel_pegboard_over_75_mm_fiberglass,Pegboard over 75 mm fiberglass,floor,carpet_floor_absorber,highly_absorptive,0.6833,0.26,acoustic_supplies,Pegboard over 75 mm fiberglass,0.49,0.99,0.99,0.69,0.37,0.15,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,panel_perforated_metal_13_percent_open_over_50_mm_fiberglass,"Perforated metal, 13 percent open, over 50 mm fiberglass",floor,carpet_floor_absorber,highly_absorptive,0.9467,0.9,acoustic_supplies,Perforated metal (13% open) over 50 mm fiberglass,0.25,0.64,0.99,0.97,0.88,0.92,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,seating_seats_fabric_upholstered_empty,"Seats, fabric-upholstered, empty",floor,carpet_floor_absorber,highly_absorptive,0.8333,0.76,acoustic_supplies,"Seats (fabric-upholstered, empty)",0.49,0.66,0.8,0.88,0.82,0.7,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
floor,floor,ss_grass,grass,floor,carpet_floor_absorber,highly_absorptive,0.7367,0.955,soundspaces,grass,0.11,0.26,0.6,0.69,0.92,0.99,0.0,"If VLM sees rug/carpet, sample carpet_floor_absorber; otherwise use wood/tile/concrete reflective materials."
